19:39:41,5,9,13,18,22,26,29,31,31,30,28,25,23,20,19,17,17,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,15,15,15,15,15,15,15,15,15,15,15,14,14,14,14,14,14,14,14,14,13,13,11,10,8,5
19:39:49,5,7,10,12,14,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,16,16,18,20,22,25,27,28,26,22,17,12,6,
19:46:18,5,8,10,12,14,17,19,20,22,24,26,27,29,30,32,33,34,35,36,38,38,39,39,39,38,36,34,33,31,29,28,27,26,26,25,24,24,24,24,24,24,24,25,25,26,27,28,29,30,30,29,29,28,26,24,23,21,19,17,15,13,11,8,6,,,,,,,,,,,,,,
19:46:32,5,7,10,12,15,17,19,21,23,24,26,28,29,31,32,33,35,36,37,37,37,37,36,34,32,31,29,28,28,30,32,36,42,49,57,66,75,86,97,107,117,124,129,131,132,132,131,130,128,126,123,119,115,112,111,111,115,122,132,144,156,163,164,158,145,127,107,87,68,53,41,32,26,21,17,13,,
