Date,Open,High,Low,Close,Adj Close,Volume
2016-07-15,55482.000000,55649.000000,55233.000000,55578.000000,55578.000000,3684500
2016-07-18,55573.000000,56509.000000,55355.000000,56484.000000,56484.000000,3984500
2016-07-19,56487.000000,56698.000000,56246.000000,56698.000000,56698.000000,3794000
2016-07-20,56699.000000,56927.000000,56221.000000,56578.000000,56578.000000,3865800
2016-07-21,56578.000000,56906.000000,56233.000000,56641.000000,56641.000000,3486900
2016-07-22,56641.000000,57171.000000,56518.000000,57002.000000,57002.000000,2912000
2016-07-25,57006.000000,57205.000000,56398.000000,56873.000000,56873.000000,3126900
2016-07-26,56876.000000,57309.000000,56708.000000,56783.000000,56783.000000,3351800
2016-07-27,56788.000000,57380.000000,56788.000000,56853.000000,56853.000000,3795700
2016-07-28,56853.000000,56853.000000,55993.000000,56667.000000,56667.000000,3912600
2016-07-29,56664.000000,57474.000000,56340.000000,57308.000000,57308.000000,4416500
2016-08-01,57309.000000,57729.000000,56676.000000,56756.000000,56756.000000,4088000
2016-08-02,56756.000000,56974.000000,55696.000000,56162.000000,56162.000000,3857700
2016-08-03,56157.000000,57101.000000,55788.000000,57077.000000,57077.000000,4058600
2016-08-04,57076.000000,58030.000000,57076.000000,57594.000000,57594.000000,4192000
2016-08-05,57609.000000,57951.000000,57290.000000,57661.000000,57661.000000,3354600
2016-08-08,57655.000000,57917.000000,57504.000000,57635.000000,57635.000000,3153800
2016-08-09,57637.000000,58095.000000,57615.000000,57689.000000,57689.000000,3049900
2016-08-10,57690.000000,57953.000000,56735.000000,56920.000000,56920.000000,3510600
2016-08-11,56925.000000,58308.000000,56923.000000,58300.000000,58300.000000,3905700
2016-08-12,58300.000000,58753.000000,57987.000000,58298.000000,58298.000000,3811800
2016-08-15,58316.000000,59324.000000,58316.000000,59146.000000,59146.000000,3487200
2016-08-16,59144.000000,59187.000000,58589.000000,58855.000000,58855.000000,3874400
2016-08-17,58847.000000,59324.000000,58081.000000,59324.000000,59324.000000,4179800
2016-08-18,59324.000000,59418.000000,58829.000000,59166.000000,59166.000000,3608700
2016-08-19,59158.000000,59240.000000,58599.000000,59099.000000,59099.000000,2661700
2016-08-22,59080.000000,59099.000000,57631.000000,57781.000000,57781.000000,3133500
2016-08-23,57781.000000,58596.000000,57781.000000,58020.000000,58020.000000,3635900
2016-08-24,58019.000000,58332.000000,57456.000000,57718.000000,57718.000000,3221400
2016-08-25,57718.000000,58124.000000,57639.000000,57722.000000,57722.000000,2974200
2016-08-26,57725.000000,58655.000000,57259.000000,57716.000000,57716.000000,3611600
2016-08-29,57717.000000,58957.000000,57642.000000,58610.000000,58610.000000,2759700
2016-08-30,58610.000000,58882.000000,58293.000000,58575.000000,58575.000000,2729400
2016-08-31,58580.000000,58910.000000,57506.000000,57901.000000,57901.000000,4077700
2016-09-01,57901.000000,58417.000000,57638.000000,58236.000000,58236.000000,3687600
